Nome Elemento,Ifc Class,GUID IFC,GUID Nativo,Tag IFC,Element Id Nativo,Verifica,Stato
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3YtfdsKmXEugq5wYRbXd0m,3YtfdsKmXEugq5wYRbXd0m,686966,686966,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uwj,3wcvhcjmL9Ie6lBdPU$uwj,687217,687217,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uvv,3wcvhcjmL9Ie6lBdPU$uvv,687269,687269,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uuZ,3wcvhcjmL9Ie6lBdPU$uuZ,687359,687359,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$u$j,3wcvhcjmL9Ie6lBdPU$u$j,687409,687409,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uz9,3wcvhcjmL9Ie6lBdPU$uz9,687509,687509,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzA,3wcvhcjmL9Ie6lBdPU$uzA,687510,687510,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzB,3wcvhcjmL9Ie6lBdPU$uzB,687511,687511,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uz4,3wcvhcjmL9Ie6lBdPU$uz4,687512,687512,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uz5,3wcvhcjmL9Ie6lBdPU$uz5,687513,687513,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uz$,3wcvhcjmL9Ie6lBdPU$uz$,687523,687523,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzu,3wcvhcjmL9Ie6lBdPU$uzu,687524,687524,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzv,3wcvhcjmL9Ie6lBdPU$uzv,687525,687525,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzw,3wcvhcjmL9Ie6lBdPU$uzw,687526,687526,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzx,3wcvhcjmL9Ie6lBdPU$uzx,687527,687527,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzj,3wcvhcjmL9Ie6lBdPU$uzj,687537,687537,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzk,3wcvhcjmL9Ie6lBdPU$uzk,687538,687538,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzl,3wcvhcjmL9Ie6lBdPU$uzl,687539,687539,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uze,3wcvhcjmL9Ie6lBdPU$uze,687540,687540,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzf,3wcvhcjmL9Ie6lBdPU$uzf,687541,687541,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uzZ,3wcvhcjmL9Ie6lBdPU$uzZ,687551,687551,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uyS,3wcvhcjmL9Ie6lBdPU$uyS,687552,687552,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uyT,3wcvhcjmL9Ie6lBdPU$uyT,687553,687553,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uyU,3wcvhcjmL9Ie6lBdPU$uyU,687554,687554,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uyV,3wcvhcjmL9Ie6lBdPU$uyV,687555,687555,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uyN,3wcvhcjmL9Ie6lBdPU$uyN,687563,687563,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uyG,3wcvhcjmL9Ie6lBdPU$uyG,687564,687564,Corretto,1
INC_TelST_TS.AC_HE - HEB650,IfcBeam,3wcvhcjmL9Ie6lBdPU$uyH,3wcvhcjmL9Ie6lBdPU$uyH,687565,687565,Corretto,1
