Qty.,Model,Type Name,Tag,BuildingStory,Type,Stato
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1229141,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1229726,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1347785,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1347887,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1349265,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1349324,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1350122,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1350231,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1357697,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1357704,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1357805,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1357812,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1365509,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1365555,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1365617,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1365624,-,Controsoffitto composto:AR_CON_CPA_83mm_CI.05,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,744606,-,AR_ POR_BAT_Vet_2A_Simmetrica:AR_POR_BAT_Vet_2A_Simmetrica_1800x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,744726,-,AR_ POR_BAT_Vet_2A_Simmetrica:AR_POR_BAT_Vet_2A_Simmetrica_1800x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,744913,-,AR_ POR_BAT_Vet_2A_Simmetrica:AR_POR_BAT_Vet_2A_Simmetrica_1800x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,744916,-,AR_ POR_BAT_Vet_2A_Simmetrica:AR_POR_BAT_Vet_2A_Simmetrica_1800x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,744949,-,AR_ POR_BAT_Vet_2A_Simmetrica:AR_POR_BAT_Vet_2A_Simmetrica_2400x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,744952,-,AR_ POR_BAT_Vet_2A_Simmetrica:AR_POR_BAT_Vet_2A_Simmetrica_2400x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,745131,-,AR_ POR_BAT_Vet_2A_Simmetrica:AR_POR_BAT_Vet_2A_Simmetrica_2400x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,745134,-,AR_ POR_BAT_Vet_2A_Simmetrica:AR_POR_BAT_Vet_2A_Simmetrica_2400x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,1235457,-,AR_POR_BAT_Acc_1A_ManiglioneAntipanico:AR_POR_BAT_Acc_1A_ManiglioneAntipanico_900x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,1335843,-,AR_POR_BAT_Acc_1A_ManiglioneAntipanico:AR_POR_BAT_Acc_1A_ManiglioneAntipanico_900x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,1336408,-,AR_POR_BAT_Acc_1A_ManiglioneAntipanico:AR_POR_BAT_Acc_1A_ManiglioneAntipanico_900x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,1344514,-,AR_POR_BAT_Acc_1A_ManiglioneAntipanico:AR_POR_BAT_Acc_1A_ManiglioneAntipanico_900x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,1347276,-,AR_POR_BAT_Acc_1A_ManiglioneAntipanico:AR_POR_BAT_Acc_1A_ManiglioneAntipanico_900x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,1347632,-,AR_POR_BAT_Acc_1A_ManiglioneAntipanico:AR_POR_BAT_Acc_1A_ManiglioneAntipanico_900x2400,1
1,9nnn_J.002_028_PE_AR_M3_04_00,nan,1340440,-,Tetto di base:AR_TET_PIA_256mm_PE.22,1
